Método da Falsa Posição da função f(x)=5x^3+x^2-e^(1-2x)+cos(x)+20
I=[-5,5], Precisão=1e-10 e Número Máximo de Iterações=500.
+----------+----+-------------------+---------+------------------------+---------------------+---------------------+---------------------+
| Iteração | a  |         b         |    x    |          f(a)          |         f(b)        |         f(x)        |        |f(x)|       |
+----------+----+-------------------+---------+------------------------+---------------------+---------------------+---------------------+
|    0     | -5 |         5         | 4.89034 | -60453.858053012350865 | 670.283538775659053 | 628.865319739095526 | 628.865319739095526 |
|    1     | -5 | 4.890340621345313 | 4.78852 | -60453.858053012350865 | 628.865319739095526 | 592.006559464491716 | 592.006559464491716 |
|    2     | -5 | 4.788516539612483 | 4.69359 | -60453.858053012350865 | 592.006559464491716 | 559.004740672501612 | 559.004740672501612 |
|    3     | -5 | 4.693590109531372 | 4.60478 | -60453.858053012350865 | 559.004740672501612 | 529.293977990902476 | 529.293977990902476 |
|    4     | -5 | 4.604776659756237 | 4.52141 | -60453.858053012350865 | 529.293977990902476 | 502.413381513312515 | 502.413381513312515 |
|    5     | -5 | 4.521413463912048 | 4.44294 | -60453.858053012350865 | 502.413381513312515 | 477.983821691754258 | 477.983821691754258 |
|    6     | -5 | 4.442936132168937 | 4.36886 | -60453.858053012350865 | 477.983821691754258 | 455.690601728676199 | 455.690601728676199 |
|    7     | -5 | 4.368860401621899 | 4.29877 | -60453.858053012350865 | 455.690601728676199 | 435.270355793102397 | 435.270355793102397 |
|    8     | -5 | 4.298767916482547 | 4.23229 | -60453.858053012350865 | 435.270355793102397 | 416.501017420194273 | 416.501017420194273 |
|    9     | -5 | 4.232294998817010 | 4.16912 | -60453.858053012350865 | 416.501017420194273 | 399.194050223278452 | 399.194050223278452 |
|    10    | -5 | 4.169123689844094 | 4.10897 | -60453.858053012350865 | 399.194050223278452 | 383.188367282476463 | 383.188367282476463 |
|    11    | -5 | 4.108974535508539 | 4.05160 | -60453.858053012350865 | 383.188367282476463 | 368.345526040235029 | 368.345526040235029 |
|    12    | -5 | 4.051600726534230 | 3.99678 | -60453.858053012350865 | 368.345526040235029 | 354.545897185984416 | 354.545897185984416 |
|    13    | -5 | 3.996783300743532 | 3.94433 | -60453.858053012350865 | 354.545897185984416 | 341.685584817650863 | 341.685584817650863 |
|    14    | -5 | 3.944327186128809 | 3.89406 | -60453.858053012350865 | 341.685584817650863 | 329.673931528162313 | 329.673931528162313 |
|    15    | -5 | 3.894057915019089 | 3.84582 | -60453.858053012350865 | 329.673931528162313 | 318.431482868248338 | 318.431482868248338 |
|    16    | -5 | 3.845818878155795 | 3.79947 | -60453.858053012350865 | 318.431482868248338 | 307.888315513754094 | 307.888315513754094 |
|    17    | -5 | 3.799469016334446 | 3.75488 | -60453.858053012350865 | 307.888315513754094 | 297.982655574266516 | 297.982655574266516 |
|    18    | -5 | 3.754880869107360 | 3.71194 | -60453.858053012350865 | 297.982655574266516 | 288.659730001881201 | 288.659730001881201 |
|    19    | -5 | 3.711938916728883 | 3.67054 | -60453.858053012350865 | 288.659730001881201 | 279.870806520375652 | 279.870806520375652 |
|    20    | -5 | 3.670538164384714 | 3.63058 | -60453.858053012350865 | 279.870806520375652 | 271.572386975439315 | 271.572386975439315 |
|    21    | -5 | 3.630582927737802 | 3.59199 | -60453.858053012350865 | 271.572386975439315 | 263.725526277871268 | 263.725526277871268 |
|    22    | -5 | 3.591985786643980 | 3.55467 | -60453.858053012350865 | 263.725526277871268 | 256.295254731368118 | 256.295254731368118 |
|    23    | -5 | 3.554666680056090 | 3.51855 | -60453.858053012350865 | 256.295254731368118 | 249.250085911217894 | 249.250085911217894 |
|    24    | -5 | 3.518552120028661 | 3.48357 | -60453.858053012350865 | 249.250085911217894 | 242.561595689024529 | 242.561595689024529 |
|    25    | -5 | 3.483574506643575 | 3.44967 | -60453.858053012350865 | 242.561595689024529 | 236.204060703373585 | 236.204060703373585 |
|    26    | -5 | 3.449671528817399 | 3.41679 | -60453.858053012350865 | 236.204060703373585 | 230.154146723103253 | 230.154146723103253 |
